Characteritics of MPS files

|| filename || index || nb_var || nb_constr || nb_coeff || nb_var_int ||
|| scicoinor\demos\data2\Coral\Instances\neos-841664.mps || 266 || 2925 || 3135 || 10920 || 195 ||
|| scicoinor\demos\data2\Coral\Instances\neos-847051.mps || 267 || 5417 || 4731 || 19372 || 235 ||
|| scicoinor\demos\data2\Coral\Instances\neos-847302.mps || 268 || 737 || 609 || 9566 || 729 ||
|| scicoinor\demos\data2\Coral\Instances\neos-848150.mps || 269 || 949 || 731 || 12300 || 949 ||
|| scicoinor\demos\data2\Coral\Instances\neos-848198.mps || 270 || 10164 || 924 || 29106 || 462 ||
|| scicoinor\demos\data2\Coral\Instances\neos-848589.mps || 271 || 550539 || 1484 || 1101078 || 747 ||
|| scicoinor\demos\data2\Coral\Instances\neos-848845.mps || 272 || 1737 || 1050 || 19470 || 1737 ||
|| scicoinor\demos\data2\Coral\Instances\neos-849702.mps || 273 || 1737 || 1041 || 19308 || 1737 ||
|| scicoinor\demos\data2\Coral\Instances\neos-850681.mps || 274 || 2594 || 2067 || 37113 || 2495 ||
|| scicoinor\demos\data2\Coral\Instances\neos-856059.mps || 275 || 450 || 17827 || 35654 || 450 ||
|| scicoinor\demos\data2\Coral\Instances\neos-859770.mps || 276 || 2504 || 2065 || 880736 || 2504 ||
|| scicoinor\demos\data2\Coral\Instances\neos-860244.mps || 277 || 3105 || 675 || 413305 || 3105 ||
|| scicoinor\demos\data2\Coral\Instances\neos-860300.mps || 278 || 1385 || 850 || 384329 || 1384 ||
|| scicoinor\demos\data2\Coral\Instances\neos-862348.mps || 279 || 3835 || 5801 || 81027 || 2449 ||
|| scicoinor\demos\data2\Coral\Instances\neos-863472.mps || 280 || 588 || 523 || 5440 || 532 ||
|| scicoinor\demos\data2\Coral\Instances\neos-872648.mps || 281 || 175219 || 93291 || 350438 || 87575 ||
|| scicoinor\demos\data2\Coral\Instances\neos-873061.mps || 282 || 175288 || 93360 || 350576 || 87644 ||
|| scicoinor\demos\data2\Coral\Instances\neos-876808.mps || 283 || 87268 || 85808 || 682376 || 87268 ||
|| scicoinor\demos\data2\Coral\Instances\neos-880324.mps || 284 || 261 || 348 || 1484 || 232 ||
|| scicoinor\demos\data2\Coral\Instances\neos-881765.mps || 285 || 712 || 278 || 7208 || 712 ||
|| scicoinor\demos\data2\Coral\Instances\neos-885086.mps || 286 || 4860 || 11574 || 248310 || 2430 ||
|| scicoinor\demos\data2\Coral\Instances\neos-885524.mps || 287 || 91670 || 65 || 258309 || 91670 ||
|| scicoinor\demos\data2\Coral\Instances\neos-886822.mps || 288 || 1057 || 1089 || 4128 || 1056 ||
|| scicoinor\demos\data2\Coral\Instances\neos-892255.mps || 289 || 1800 || 2137 || 10005 || 1800 ||
|| scicoinor\demos\data2\Coral\Instances\neos8.mps || 290 || 23228 || 46324 || 313180 || 23228 ||
|| scicoinor\demos\data2\Coral\Instances\neos-905856.mps || 291 || 686 || 403 || 6601 || 686 ||
|| scicoinor\demos\data2\Coral\Instances\neos-906865.mps || 292 || 1184 || 1634 || 5728 || 400 ||
|| scicoinor\demos\data2\Coral\Instances\neos-911880.mps || 293 || 888 || 83 || 2568 || 840 ||
|| scicoinor\demos\data2\Coral\Instances\neos-911970.mps || 294 || 888 || 107 || 3408 || 840 ||
|| scicoinor\demos\data2\Coral\Instances\neos-912015.mps || 295 || 686 || 617 || 14742 || 686 ||
|| scicoinor\demos\data2\Coral\Instances\neos-912023.mps || 296 || 686 || 623 || 14728 || 686 ||
|| scicoinor\demos\data2\Coral\Instances\neos-913984.mps || 297 || 76000 || 1076 || 152000 || 76000 ||
|| scicoinor\demos\data2\Coral\Instances\neos-914441.mps || 298 || 15007 || 15129 || 59658 || 15006 ||
|| scicoinor\demos\data2\Coral\Instances\neos-916173.mps || 299 || 1084 || 1413 || 72701 || 522 ||
|| scicoinor\demos\data2\Coral\Instances\neos-916792.mps || 300 || 1474 || 1909 || 134442 || 717 ||
|| scicoinor\demos\data2\Coral\Instances\neos-930752.mps || 301 || 9674 || 6549 || 27864 || 5805 ||
|| scicoinor\demos\data2\Coral\Instances\neos-931517.mps || 302 || 7920 || 5529 || 29565 || 5940 ||
|| scicoinor\demos\data2\Coral\Instances\neos-931538.mps || 303 || 7920 || 5964 || 33480 || 7920 ||
|| scicoinor\demos\data2\Coral\Instances\neos-932721.mps || 304 || 22266 || 18085 || 107908 || 21825 ||
|| scicoinor\demos\data2\Coral\Instances\neos-932816.mps || 305 || 21007 || 30823 || 484926 || 20566 ||
|| scicoinor\demos\data2\Coral\Instances\neos-933364.mps || 306 || 1728 || 1006 || 6768 || 840 ||
|| scicoinor\demos\data2\Coral\Instances\neos-933550.mps || 307 || 3032 || 2288 || 13776 || 3024 ||
|| scicoinor\demos\data2\Coral\Instances\neos-933562.mps || 308 || 3032 || 3200 || 28800 || 3024 ||
|| scicoinor\demos\data2\Coral\Instances\neos-933638.mps || 309 || 32417 || 13658 || 187173 || 28637 ||
|| scicoinor\demos\data2\Coral\Instances\neos-933815.mps || 310 || 1728 || 947 || 5088 || 840 ||
|| scicoinor\demos\data2\Coral\Instances\neos-933966.mps || 311 || 31762 || 12047 || 180618 || 27982 ||
|| scicoinor\demos\data2\Coral\Instances\neos-934184.mps || 312 || 1728 || 1006 || 6768 || 840 ||
|| scicoinor\demos\data2\Coral\Instances\neos-934278.mps || 313 || 23123 || 11495 || 125577 || 19955 ||
|| scicoinor\demos\data2\Coral\Instances\neos-934441.mps || 314 || 23362 || 11691 || 127383 || 20194 ||
|| scicoinor\demos\data2\Coral\Instances\neos-934531.mps || 315 || 1082 || 47078 || 136119 || 1082 ||
|| scicoinor\demos\data2\Coral\Instances\neos-935234.mps || 316 || 10309 || 9568 || 55271 || 7530 ||
|| scicoinor\demos\data2\Coral\Instances\neos-935348.mps || 317 || 10301 || 7859 || 40476 || 7522 ||
|| scicoinor\demos\data2\Coral\Instances\neos-935496.mps || 318 || 2820 || 2890 || 27984 || 2772 ||
|| scicoinor\demos\data2\Coral\Instances\neos-935627.mps || 319 || 10301 || 7859 || 40476 || 7522 ||
|| scicoinor\demos\data2\Coral\Instances\neos-935674.mps || 320 || 3108 || 2890 || 28560 || 2772 ||
|| scicoinor\demos\data2\Coral\Instances\neos-935769.mps || 321 || 9799 || 6741 || 36447 || 7020 ||
|| scicoinor\demos\data2\Coral\Instances\neos-936660.mps || 322 || 10019 || 7311 || 39546 || 7623 ||
|| scicoinor\demos\data2\Coral\Instances\neos-937446.mps || 323 || 11341 || 8176 || 44697 || 8571 ||
|| scicoinor\demos\data2\Coral\Instances\neos-937511.mps || 324 || 11332 || 8158 || 44237 || 8562 ||
|| scicoinor\demos\data2\Coral\Instances\neos-937815.mps || 325 || 11646 || 9251 || 48013 || 8876 ||
|| scicoinor\demos\data2\Coral\Instances\neos-941262.mps || 326 || 9480 || 6703 || 35659 || 6710 ||
|| scicoinor\demos\data2\Coral\Instances\neos-941313.mps || 327 || 167910 || 13189 || 484080 || 167910 ||
|| scicoinor\demos\data2\Coral\Instances\neos-941698.mps || 328 || 946 || 844 || 13002 || 922 ||
|| scicoinor\demos\data2\Coral\Instances\neos-941717.mps || 329 || 1350 || 1092 || 20214 || 1302 ||
|| scicoinor\demos\data2\Coral\Instances\neos-941782.mps || 330 || 1094 || 968 || 17086 || 1046 ||
|| scicoinor\demos\data2\Coral\Instances\neos-942323.mps || 331 || 732 || 754 || 10884 || 684 ||
|| scicoinor\demos\data2\Coral\Instances\neos-942830.mps || 332 || 882 || 803 || 13290 || 834 ||
|| scicoinor\demos\data2\Coral\Instances\neos-942886.mps || 333 || 464 || 359 || 7109 || 448 ||
|| scicoinor\demos\data2\Coral\Instances\neos-948126.mps || 334 || 9551 || 7271 || 38219 || 6965 ||
|| scicoinor\demos\data2\Coral\Instances\neos-948268.mps || 335 || 7550 || 4773 || 26410 || 7550 ||
|| scicoinor\demos\data2\Coral\Instances\neos-948346.mps || 336 || 57855 || 1570 || 540443 || 57855 ||
|| scicoinor\demos\data2\Coral\Instances\neos-950242.mps || 337 || 5760 || 34224 || 104160 || 5760 ||
|| scicoinor\demos\data2\Coral\Instances\neos-952987.mps || 338 || 31329 || 354 || 90384 || 31329 ||
|| scicoinor\demos\data2\Coral\Instances\neos-953928.mps || 339 || 23305 || 12498 || 169861 || 23305 ||
|| scicoinor\demos\data2\Coral\Instances\neos-954925.mps || 340 || 84718 || 2989 || 844983 || 84718 ||
|| scicoinor\demos\data2\Coral\Instances\neos-955215.mps || 341 || 1302 || 723 || 3822 || 630 ||
|| scicoinor\demos\data2\Coral\Instances\neos-955800.mps || 342 || 1848 || 6516 || 19536 || 1296 ||
|| scicoinor\demos\data2\Coral\Instances\neos-956971.mps || 343 || 57756 || 2527 || 483560 || 57756 ||
|| scicoinor\demos\data2\Coral\Instances\neos-957143.mps || 344 || 57756 || 2767 || 497676 || 57756 ||
|| scicoinor\demos\data2\Coral\Instances\neos-957270.mps || 345 || 5929 || 3282 || 417968 || 5929 ||
|| scicoinor\demos\data2\Coral\Instances\neos-957323.mps || 346 || 57756 || 3757 || 499656 || 57756 ||
|| scicoinor\demos\data2\Coral\Instances\neos-957389.mps || 347 || 6036 || 5115 || 355372 || 6036 ||
|| scicoinor\demos\data2\Coral\Instances\neos-960392.mps || 348 || 59376 || 4744 || 189503 || 59376 ||
|| scicoinor\demos\data2\Coral\Instances\neos-983171.mps || 349 || 8965 || 6711 || 36691 || 6557 ||
|| scicoinor\demos\data2\Coral\Instances\neos-984165.mps || 350 || 8883 || 6962 || 36742 || 6478 ||
|| scicoinor\demos\data2\Coral\Instances\neos9.mps || 351 || 81408 || 31600 || 244224 || 2099 ||
|| scicoinor\demos\data2\Coral\Instances\newdano.mps || 352 || 505 || 576 || 2184 || 56 ||
|| scicoinor\demos\data2\Coral\Instances\npmv07.mps || 353 || 220686 || 76342 || 859614 || 1880 ||
|| scicoinor\demos\data2\Coral\Instances\nsa.mps || 354 || 388 || 1297 || 4204 || 36 ||
|| scicoinor\demos\data2\Coral\Instances\nug08.mps || 355 || 1632 || 912 || 7296 || 1632 ||
|| scicoinor\demos\data2\Coral\Instances\p6b.mps || 356 || 462 || 5852 || 11704 || 462 ||
|| scicoinor\demos\data2\Coral\Instances\pg5_34.mps || 357 || 2600 || 225 || 7700 || 100 ||
|| scicoinor\demos\data2\Coral\Instances\pg.mps || 358 || 2700 || 125 || 5200 || 100 ||
|| scicoinor\demos\data2\Coral\Instances\prod1.mps || 359 || 250 || 208 || 5350 || 149 ||
|| scicoinor\demos\data2\Coral\Instances\prod2.mps || 360 || 301 || 211 || 10501 || 200 ||
|| scicoinor\demos\data2\Coral\Instances\qap10.mps || 361 || 4150 || 1820 || 18200 || 4150 ||
|| scicoinor\demos\data2\Coral\Instances\ramos3.mps || 362 || 2187 || 2187 || 32805 || 2187 ||
|| scicoinor\demos\data2\Coral\Instances\ran14x18_1.mps || 363 || 504 || 284 || 1008 || 252 ||
|| scicoinor\demos\data2\Coral\Instances\ran14x18.disj-8.mps || 364 || 504 || 447 || 10277 || 252 ||
|| scicoinor\demos\data2\Coral\Instances\rlp1.mps || 365 || 461 || 68 || 836 || 450 ||
|| scicoinor\demos\data2\Coral\Instances\roy.mps || 366 || 149 || 162 || 411 || 50 ||
|| scicoinor\demos\data2\Coral\Instances\seymour.disj-10.mps || 367 || 1209 || 5108 || 64704 || 1209 ||
|| scicoinor\demos\data2\Coral\Instances\sp97ic.mps || 368 || 1662 || 2086 || 66632 || 1662 ||
|| scicoinor\demos\data2\Coral\Instances\sp98ar.mps || 369 || 5478 || 4680 || 231756 || 5478 ||
|| scicoinor\demos\data2\Coral\Instances\sp98ic.mps || 370 || 2508 || 2311 || 138053 || 2508 ||
|| scicoinor\demos\data2\Coral\Instances\sp98ir.mps || 371 || 1680 || 1531 || 71704 || 1680 ||
|| scicoinor\demos\data2\Coral\Instances\Test3.mps || 372 || 72215 || 50680 || 617906 || 33143 ||
|| scicoinor\demos\data2\Sample\tp5.mps || 1 || 6 || 4 || 9 || 6 ||
|| scicoinor\demos\data2\Sample\tp4.mps || 2 || 6 || 4 || 9 || 6 ||
|| scicoinor\demos\data2\Sample\pack1.mps || 3 || 3 || 3 || 6 || 3 ||
|| scicoinor\demos\data2\Sample\share2qp.mps || 4 || 79 || 96 || 694 || 0 ||
|| scicoinor\demos\data2\Sample\tp3.mps || 5 || 3 || 3 || 5 || 3 ||
|| scicoinor\demos\data2\Sample\nw460.mps || 6 || 9 || 2 || 18 || 9 ||
|| scicoinor\demos\data2\Sample\exmip1.mps || 7 || 8 || 5 || 14 || 2 ||
|| scicoinor\demos\data2\Sample\p0548.mps || 8 || 548 || 176 || 1711 || 548 ||
|| scicoinor\demos\data2\Sample\scOneInt.mps || 9 || 6 || 6 || 12 || 3 ||
|| scicoinor\demos\data2\Sample\brandy.mps || 10 || 249 || 220 || 2148 || 0 ||
|| scicoinor\demos\data2\Sample\hello.mps || 11 || 53 || 21 || 224 || 0 ||
|| scicoinor\demos\data2\Sample\afiro.mps || 12 || 32 || 27 || 83 || 0 ||
|| scicoinor\demos\data2\Sample\finnis.mps || 13 || 614 || 497 || 2310 || 0 ||
|| scicoinor\demos\data2\Sample\p0201.mps || 14 || 201 || 133 || 1923 || 201 ||
|| scicoinor\demos\data2\Sample\p0033.mps || 15 || 33 || 16 || 98 || 33 ||
|| scicoinor\demos\data2\Sample\exmip1.5.mps || 16 || 8 || 6 || 17 || 2 ||
|| scicoinor\demos\data2\Sample\e226.mps || 17 || 282 || 223 || 2578 || 0 ||
|| scicoinor\demos\data2\Infeas\pilot4i.mps || 1 || 1000 || 410 || 5141 || 0 ||
|| scicoinor\demos\data2\Infeas\klein1.mps || 2 || 54 || 54 || 696 || 0 ||
|| scicoinor\demos\data2\Infeas\vol1.mps || 3 || 464 || 323 || 1646 || 0 ||
|| scicoinor\demos\data2\Infeas\ex73a.mps || 4 || 211 || 193 || 457 || 0 ||
|| scicoinor\demos\data2\Infeas\qual.mps || 5 || 464 || 323 || 1646 || 0 ||
|| scicoinor\demos\data2\Infeas\cplex1.mps || 6 || 3221 || 3005 || 8944 || 0 ||
|| scicoinor\demos\data2\Infeas\forest6.mps || 7 || 95 || 66 || 210 || 0 ||
|| scicoinor\demos\data2\Infeas\gran.mps || 8 || 2520 || 2658 || 20106 || 0 ||
|| scicoinor\demos\data2\Infeas\ex72a.mps || 9 || 215 || 197 || 467 || 0 ||
|| scicoinor\demos\data2\Infeas\bgdbg1.mps || 10 || 407 || 348 || 1440 || 0 ||
|| scicoinor\demos\data2\Infeas\ceria3d.mps || 11 || 824 || 3576 || 17602 || 0 ||
|| scicoinor\demos\data2\Infeas\gosh.mps || 12 || 10733 || 3792 || 97231 || 0 ||
|| scicoinor\demos\data2\Infeas\box1.mps || 13 || 261 || 231 || 651 || 0 ||
|| scicoinor\demos\data2\Infeas\mondou2.mps || 14 || 604 || 312 || 1208 || 0 ||
|| scicoinor\demos\data2\Infeas\woodinfe.mps || 15 || 89 || 35 || 140 || 0 ||
|| scicoinor\demos\data2\Infeas\pang.mps || 16 || 460 || 361 || 2652 || 0 ||
|| scicoinor\demos\data2\Infeas\bgindy.mps || 17 || 10116 || 2671 || 65502 || 0 ||
|| scicoinor\demos\data2\Infeas\reactor.mps || 18 || 637 || 318 || 2420 || 0 ||
|| scicoinor\demos\data2\Infeas\cplex2.mps || 19 || 221 || 224 || 1058 || 0 ||
|| scicoinor\demos\data2\Infeas\klein3.mps || 20 || 88 || 994 || 12107 || 0 ||
|| scicoinor\demos\data2\Infeas\bgprtr.mps || 21 || 34 || 20 || 64 || 0 ||
|| scicoinor\demos\data2\Infeas\itest6.mps || 22 || 8 || 11 || 20 || 0 ||
|| scicoinor\demos\data2\Infeas\bgetam.mps || 23 || 688 || 400 || 2409 || 0 ||
|| scicoinor\demos\data2\Infeas\refinery.mps || 24 || 464 || 323 || 1626 || 0 ||
|| scicoinor\demos\data2\Infeas\itest2.mps || 25 || 4 || 9 || 17 || 0 ||
|| scicoinor\demos\data2\Infeas\chemcom.mps || 26 || 720 || 288 || 1566 || 0 ||
|| scicoinor\demos\data2\Infeas\klein2.mps || 27 || 54 || 477 || 4585 || 0 ||
|| scicoinor\demos\data2\Infeas\galenet.mps || 28 || 8 || 8 || 16 || 0 ||
|| scicoinor\demos\data2\Infeas\greenbea.mps || 29 || 5405 || 2393 || 30883 || 0 ||
|| scicoinor\demos\data2\Big\mkc7.mps || 1 || 62394 || 68122 || 296421 || 62392 ||
|| scicoinor\demos\data2\Netlib\25fv47.mps || 1 || 1571 || 821 || 10400 || 0 ||
|| scicoinor\demos\data2\Netlib\80bau3b.mps || 2 || 9799 || 2262 || 21002 || 0 ||
|| scicoinor\demos\data2\Netlib\adlittle.mps || 3 || 97 || 56 || 383 || 0 ||
|| scicoinor\demos\data2\Netlib\afiro.mps || 4 || 32 || 27 || 83 || 0 ||
|| scicoinor\demos\data2\Netlib\agg.mps || 5 || 163 || 488 || 2410 || 0 ||
|| scicoinor\demos\data2\Netlib\agg2.mps || 6 || 302 || 516 || 4284 || 0 ||
|| scicoinor\demos\data2\Netlib\agg3.mps || 7 || 302 || 516 || 4300 || 0 ||
|| scicoinor\demos\data2\Netlib\bandm.mps || 8 || 472 || 305 || 2494 || 0 ||
|| scicoinor\demos\data2\Netlib\beaconfd.mps || 9 || 262 || 173 || 3375 || 0 ||
|| scicoinor\demos\data2\Netlib\blend.mps || 10 || 83 || 74 || 491 || 0 ||
|| scicoinor\demos\data2\Netlib\bnl1.mps || 11 || 1175 || 643 || 5121 || 0 ||
|| scicoinor\demos\data2\Netlib\bnl2.mps || 12 || 3489 || 2324 || 13999 || 0 ||
|| scicoinor\demos\data2\Netlib\boeing1.mps || 13 || 384 || 351 || 3485 || 0 ||
|| scicoinor\demos\data2\Netlib\boeing2.mps || 14 || 143 || 166 || 1196 || 0 ||
|| scicoinor\demos\data2\Netlib\bore3d.mps || 15 || 315 || 233 || 1429 || 0 ||
|| scicoinor\demos\data2\Netlib\brandy.mps || 16 || 249 || 220 || 2148 || 0 ||
|| scicoinor\demos\data2\Netlib\capri.mps || 17 || 353 || 271 || 1767 || 0 ||
|| scicoinor\demos\data2\Netlib\cycle.mps || 18 || 2857 || 1903 || 20720 || 0 ||
|| scicoinor\demos\data2\Netlib\czprob.mps || 19 || 3523 || 929 || 10669 || 0 ||
|| scicoinor\demos\data2\Netlib\d2q06c.mps || 20 || 5167 || 2171 || 32417 || 0 ||
|| scicoinor\demos\data2\Netlib\d6cube.mps || 21 || 6184 || 415 || 37704 || 0 ||
|| scicoinor\demos\data2\Netlib\degen2.mps || 22 || 534 || 444 || 3978 || 0 ||
|| scicoinor\demos\data2\Netlib\degen3.mps || 23 || 1818 || 1503 || 24646 || 0 ||
|| scicoinor\demos\data2\Netlib\dfl001.mps || 24 || 12230 || 6071 || 35632 || 0 ||
|| scicoinor\demos\data2\Netlib\e226.mps || 25 || 282 || 223 || 2578 || 0 ||
|| scicoinor\demos\data2\Netlib\etamacro.mps || 26 || 688 || 400 || 2409 || 0 ||
|| scicoinor\demos\data2\Netlib\fffff800.mps || 27 || 854 || 524 || 6227 || 0 ||
|| scicoinor\demos\data2\Netlib\finnis.mps || 28 || 614 || 497 || 2310 || 0 ||
|| scicoinor\demos\data2\Netlib\fit1d.mps || 29 || 1026 || 24 || 13404 || 0 ||
|| scicoinor\demos\data2\Netlib\fit1p.mps || 30 || 1677 || 627 || 9868 || 0 ||
|| scicoinor\demos\data2\Netlib\fit2d.mps || 31 || 10500 || 25 || 129018 || 0 ||
|| scicoinor\demos\data2\Netlib\fit2p.mps || 32 || 13525 || 3000 || 50284 || 0 ||
|| scicoinor\demos\data2\Netlib\forplan.mps || 33 || 421 || 161 || 4563 || 0 ||
|| scicoinor\demos\data2\Netlib\ganges.mps || 34 || 1681 || 1309 || 6912 || 0 ||
|| scicoinor\demos\data2\Netlib\gfrd-pnc.mps || 35 || 1092 || 616 || 2377 || 0 ||
|| scicoinor\demos\data2\Netlib\greenbea.mps || 36 || 5405 || 2392 || 30877 || 0 ||
|| scicoinor\demos\data2\Netlib\greenbeb.mps || 37 || 5405 || 2392 || 30877 || 0 ||
|| scicoinor\demos\data2\Netlib\grow15.mps || 38 || 645 || 300 || 5620 || 0 ||
|| scicoinor\demos\data2\Netlib\grow22.mps || 39 || 946 || 440 || 8252 || 0 ||
|| scicoinor\demos\data2\Netlib\grow7.mps || 40 || 301 || 140 || 2612 || 0 ||
|| scicoinor\demos\data2\Netlib\israel.mps || 41 || 142 || 174 || 2269 || 0 ||
|| scicoinor\demos\data2\Netlib\kb2.mps || 42 || 41 || 43 || 286 || 0 ||
|| scicoinor\demos\data2\Netlib\lotfi.mps || 43 || 308 || 153 || 1078 || 0 ||
|| scicoinor\demos\data2\Netlib\maros-r7.mps || 44 || 9408 || 3136 || 144848 || 0 ||
|| scicoinor\demos\data2\Netlib\maros.mps || 45 || 1443 || 846 || 9614 || 0 ||
|| scicoinor\demos\data2\Netlib\modszk1.mps || 46 || 1620 || 687 || 3168 || 0 ||
|| scicoinor\demos\data2\Netlib\nesm.mps || 47 || 2923 || 662 || 13288 || 0 ||
|| scicoinor\demos\data2\Netlib\perold.mps || 48 || 1376 || 625 || 6018 || 0 ||
|| scicoinor\demos\data2\Netlib\pilot.mps || 49 || 3652 || 1441 || 43167 || 0 ||
|| scicoinor\demos\data2\Netlib\pilot4.mps || 50 || 1000 || 410 || 5141 || 0 ||
|| scicoinor\demos\data2\Netlib\pilot87.mps || 51 || 4883 || 2030 || 73152 || 0 ||
|| scicoinor\demos\data2\Netlib\pilotnov.mps || 52 || 2172 || 975 || 13057 || 0 ||
|| scicoinor\demos\data2\Netlib\recipe.mps || 53 || 180 || 91 || 663 || 0 ||
|| scicoinor\demos\data2\Netlib\sc105.mps || 54 || 103 || 105 || 280 || 0 ||
|| scicoinor\demos\data2\Netlib\sc205.mps || 55 || 203 || 205 || 551 || 0 ||
|| scicoinor\demos\data2\Netlib\sc50a.mps || 56 || 48 || 50 || 130 || 0 ||
|| scicoinor\demos\data2\Netlib\sc50b.mps || 57 || 48 || 50 || 118 || 0 ||
|| scicoinor\demos\data2\Netlib\scagr25.mps || 58 || 500 || 471 || 1554 || 0 ||
|| scicoinor\demos\data2\Netlib\scagr7.mps || 59 || 140 || 129 || 420 || 0 ||
|| scicoinor\demos\data2\Netlib\scfxm1.mps || 60 || 457 || 330 || 2589 || 0 ||
|| scicoinor\demos\data2\Netlib\scfxm2.mps || 61 || 914 || 660 || 5183 || 0 ||
|| scicoinor\demos\data2\Netlib\scfxm3.mps || 62 || 1371 || 990 || 7777 || 0 ||
|| scicoinor\demos\data2\Netlib\scorpion.mps || 63 || 358 || 388 || 1426 || 0 ||
|| scicoinor\demos\data2\Netlib\scrs8.mps || 64 || 1169 || 490 || 3182 || 0 ||
|| scicoinor\demos\data2\Netlib\scsd1.mps || 65 || 760 || 77 || 2388 || 0 ||
|| scicoinor\demos\data2\Netlib\scsd6.mps || 66 || 1350 || 147 || 4316 || 0 ||
|| scicoinor\demos\data2\Netlib\scsd8.mps || 67 || 2750 || 397 || 8584 || 0 ||
|| scicoinor\demos\data2\Netlib\sctap1.mps || 68 || 480 || 300 || 1692 || 0 ||
|| scicoinor\demos\data2\Netlib\sctap2.mps || 69 || 1880 || 1090 || 6714 || 0 ||
|| scicoinor\demos\data2\Netlib\sctap3.mps || 70 || 2480 || 1480 || 8874 || 0 ||
|| scicoinor\demos\data2\Netlib\seba.mps || 71 || 1028 || 515 || 4352 || 0 ||
|| scicoinor\demos\data2\Netlib\share1b.mps || 72 || 225 || 117 || 1151 || 0 ||
|| scicoinor\demos\data2\Netlib\share2b.mps || 73 || 79 || 96 || 694 || 0 ||
|| scicoinor\demos\data2\Netlib\shell.mps || 74 || 1775 || 536 || 3556 || 0 ||
|| scicoinor\demos\data2\Netlib\ship04l.mps || 75 || 2118 || 402 || 6332 || 0 ||
|| scicoinor\demos\data2\Netlib\ship04s.mps || 76 || 1458 || 402 || 4352 || 0 ||
|| scicoinor\demos\data2\Netlib\ship08l.mps || 77 || 4283 || 778 || 12802 || 0 ||
|| scicoinor\demos\data2\Netlib\ship08s.mps || 78 || 2387 || 778 || 7114 || 0 ||
|| scicoinor\demos\data2\Netlib\ship12l.mps || 79 || 5427 || 1151 || 16170 || 0 ||
|| scicoinor\demos\data2\Netlib\ship12s.mps || 80 || 2763 || 1151 || 8178 || 0 ||
|| scicoinor\demos\data2\Netlib\sierra.mps || 81 || 2036 || 1227 || 7302 || 0 ||
|| scicoinor\demos\data2\Netlib\stair.mps || 82 || 467 || 356 || 3856 || 0 ||
|| scicoinor\demos\data2\Netlib\standata.mps || 83 || 1075 || 359 || 3031 || 0 ||
|| scicoinor\demos\data2\Netlib\standgub.mps || 84 || 1184 || 361 || 3139 || 0 ||
|| scicoinor\demos\data2\Netlib\standmps.mps || 85 || 1075 || 467 || 3679 || 0 ||
|| scicoinor\demos\data2\Netlib\stocfor1.mps || 86 || 111 || 117 || 447 || 0 ||
|| scicoinor\demos\data2\Netlib\stocfor2.mps || 87 || 2031 || 2157 || 8343 || 0 ||
|| scicoinor\demos\data2\Netlib\tuff.mps || 88 || 587 || 333 || 4520 || 0 ||
|| scicoinor\demos\data2\Netlib\vtpbase.mps || 89 || 203 || 198 || 908 || 0 ||
|| scicoinor\demos\data2\Netlib\wood1p.mps || 90 || 2594 || 244 || 70215 || 0 ||
|| scicoinor\demos\data2\Netlib\woodw.mps || 91 || 8405 || 1098 || 37474 || 0 ||
|| scicoinor\demos\data2\miplib3\10teams.mps || 1 || 2025 || 230 || 12150 || 1800 ||
|| scicoinor\demos\data2\miplib3\air03.mps || 2 || 10757 || 124 || 91028 || 10757 ||
|| scicoinor\demos\data2\miplib3\air04.mps || 3 || 8904 || 823 || 72965 || 8904 ||
|| scicoinor\demos\data2\miplib3\air05.mps || 4 || 7195 || 426 || 52121 || 7195 ||
|| scicoinor\demos\data2\miplib3\arki001.mps || 5 || 1388 || 1048 || 20439 || 538 ||
|| scicoinor\demos\data2\miplib3\bell3a.mps || 6 || 133 || 123 || 347 || 71 ||
|| scicoinor\demos\data2\miplib3\bell5.mps || 7 || 104 || 91 || 266 || 58 ||
|| scicoinor\demos\data2\miplib3\blend2.mps || 8 || 353 || 274 || 1409 || 264 ||
|| scicoinor\demos\data2\miplib3\cap6000.mps || 9 || 6000 || 2176 || 48243 || 6000 ||
|| scicoinor\demos\data2\miplib3\dano3mip.mps || 10 || 13873 || 3202 || 79655 || 552 ||
|| scicoinor\demos\data2\miplib3\danoint.mps || 11 || 521 || 664 || 3232 || 56 ||
|| scicoinor\demos\data2\miplib3\dcmulti.mps || 12 || 548 || 290 || 1315 || 75 ||
|| scicoinor\demos\data2\miplib3\dsbmip.mps || 13 || 1886 || 1182 || 7366 || 192 ||
|| scicoinor\demos\data2\miplib3\egout.mps || 14 || 141 || 98 || 282 || 55 ||
|| scicoinor\demos\data2\miplib3\enigma.mps || 15 || 100 || 21 || 289 || 100 ||
|| scicoinor\demos\data2\miplib3\fast0507.mps || 16 || 63009 || 507 || 409349 || 63009 ||
|| scicoinor\demos\data2\miplib3\fiber.mps || 17 || 1298 || 363 || 2944 || 1254 ||
|| scicoinor\demos\data2\miplib3\fixnet6.mps || 18 || 878 || 478 || 1756 || 378 ||
|| scicoinor\demos\data2\miplib3\flugpl.mps || 19 || 18 || 18 || 46 || 11 ||
|| scicoinor\demos\data2\miplib3\gen.mps || 20 || 870 || 780 || 2592 || 150 ||
|| scicoinor\demos\data2\miplib3\gesa2.mps || 21 || 1224 || 1392 || 5064 || 408 ||
